"id","code","name"
"nbs_101011000","1.0101.10.00","Serviços de construção de edificações residenciais de um e dois pavimentos"
"nbs_101012000","1.0101.20.00","Serviços de construção de edificações residenciais com mais de dois pavimentos"
"nbs_101021000","1.0102.10.00","Serviços de construção de edificações industriais"
"nbs_101022000","1.0102.20.00","Serviços de construção de edificações comerciais"
"nbs_101029000","1.0102.90.00","Outros serviços de construção de edificações não residenciais"
"nbs_101031000","1.0103.10.00","Serviços de construção de autoestradas (exceto autoestradas elevadas), ruas e estradas."
"nbs_101032000","1.0103.20.00","Serviços de construção de estradas férreas"
"nbs_101033000","1.0103.30.00","Serviços de construção de pistas de pouso e decolagem em aeroportos"
"nbs_101034000","1.0103.40.00","Serviços de construção de infraestrutura aeroportuária"
"nbs_101040000","1.0104.00.00","Serviços de construção de pontes, autoestradas elevadas e túneis"
"nbs_101051100","1.0105.11.00","Serviços de construção de guias-corrente, espigões, quebra-mares, canais de acesso, bacias de evolução, balizamento e sinalização, derrocagens e dragagens."
"nbs_101051900","1.0105.19.00","Outros serviços de construção de infraestrutura de proteção e acesso aquaviário"
"nbs_101052100","1.0105.21.00","Serviços de construção de ancoradouros, docas, cais, pontes, dolfins e píeres"
"nbs_101052900","1.0105.29.00","Outros serviços de construção de infraestrutura de acostagem aquaviária"
"nbs_101053100","1.0105.31.00","Serviços de construção de armazéns, inclusive os especiais, silos, pátios e vias de circulação"
"nbs_101053900","1.0105.39.00","Outros serviços de construção de infraestrutura terrestre nos portos"
"nbs_101061000","1.0106.10.00","Serviços de construção de barragens e adutoras"
"nbs_101062100","1.0106.21.00","Serviços de construção de sistemas de irrigação"
"nbs_101062200","1.0106.22.00","Serviços de construção de sistemas de esgotos"
"nbs_101062300","1.0106.23.00","Serviços de construção de sistemas de unidades para tratamento e purificação de água"
"nbs_101069000","1.0106.90.00","Outros serviços de construção de sistemas hídricos"
"nbs_101071100","1.0107.11.00","Serviços de construção de dutos de longo curso para o transporte de petróleo, seus derivados, e gás"
"nbs_101071200","1.0107.12.00","Serviços de construção de dutos de longo curso para o transporte e escoamento de águas e esgotos"
"nbs_101071900","1.0107.19.00","Serviços de construção de outros dutos de longo curso"
"nbs_101072100","1.0107.21.00","Serviços de construção de linhas de comunicação de longo curso"
"nbs_101072210","1.0107.22.10","Serviços de construção de linhas de transmissão de alta tensão em corrente contínua"
"nbs_101072220","1.0107.22.20","Serviços de construção de linhas de transmissão de alta tensão em corrente"
"nbs_101081000","1.0108.10.00","Serviços de construção de dutos locais"
"nbs_101082110","1.0108.21.10","Serviços de construção de linhas locais de transmissão de baixa e média tensão"
"nbs_101082120","1.0108.21.20","Serviços de construção de linhas locais de comunicação"
"nbs_101082900","1.0108.29.00","Outros serviços de construção relacionados"
"nbs_101091000","1.0109.10.00","Serviços de construção de usinas de geração de energia"
"nbs_101092000","1.0109.20.00","Serviços de construção de subestações de força"
"nbs_101101000","1.0110.10.00","Serviços de construção de minas"
"nbs_101102000","1.0110.20.00","Serviços de construção de unidades industriais relacionadas à mineração"
"nbs_101110000","1.0111.00.00","Serviços de construção de instalações para recreação e atividades desportivas ao ar livre"
"nbs_101120000","1.0112.00.00","Outros serviços de construção civil não classificados nas posições anteriores"
"nbs_101130000","1.0113.00.00","Serviços de demolição"
"nbs_101140000","1.0114.00.00","Serviços de preparação de terrenos e construção de canteiros de obras"
"nbs_101150000","1.0115.00.00","Serviços de escavação e remoção de terra"
"nbs_101161000","1.0116.10.00","Serviços de perfuração de poços de água"
"nbs_101162000","1.0116.20.00","Serviços de instalação de sistemas sépticos"
"nbs_101170000","1.0117.00.00","Serviços de montagem e edificação de construções pré-fabricadas"
"nbs_101181000","1.0118.10.00","Serviços de estaqueamento"
"nbs_101182000","1.0118.20.00","Serviços de fundação"
"nbs_101191000","1.0119.10.00","Serviços de construção de estruturas de prédios"
"nbs_101192000","1.0119.20.00","Serviços de construção de estruturas de telhados e coberturas"
"nbs_101200000","1.0120.00.00","Serviços de construção de telhados e coberturas e serviços de impermeabilização"
"nbs_101210000","1.0121.00.00","Serviços de concretagem"
"nbs_101220000","1.0122.00.00","Serviços de estruturas de aço estrutural"
"nbs_101230000","1.0123.00.00","Serviços de alvenaria"
"nbs_101240000","1.0124.00.00","Serviços de andaimes"
"nbs_101250000","1.0125.00.00","Outros serviços especializados de construção"
"nbs_101261000","1.0126.10.00","Serviços de instalação de fiação elétrica e componentes"
"nbs_101262000","1.0126.20.00","Serviços de instalação de alarmes contra incêndio"
"nbs_101263000","1.0126.30.00","Serviços de instalação de sistemas de alarmes antifurto"
"nbs_101264000","1.0126.40.00","Serviços de instalação de antenas residenciais"
"nbs_101269000","1.0126.90.00","Outros serviços de instalação elétrica"
"nbs_101271000","1.0127.10.00","Serviços de tubulação para fornecimento de água"
"nbs_101272000","1.0127.20.00","Serviços de tubulação de escoamento de água"
"nbs_101281000","1.0128.10.00","Serviços de instalação de aquecimento"
"nbs_101282000","1.0128.20.00","Serviços de instalação de ventilação e ar condicionado"
"nbs_101290000","1.0129.00.00","Serviços de instalação de gás"
"nbs_101300000","1.0130.00.00","Serviços de isolamento"
"nbs_101311000","1.0131.10.00","Serviços de instalação de elevadores, esteiras e escadas rolantes"
"nbs_101319000","1.0131.90.00","Outros serviços de instalação"
"nbs_101320000","1.0132.00.00","Serviços de vidraçaria"
"nbs_101330000","1.0133.00.00","Serviços de gesso"
"nbs_101340000","1.0134.00.00","Serviços de pintura"
"nbs_101350000","1.0135.00.00","Serviços de assentamento de revestimentos em paredes e pisos"
"nbs_101360000","1.0136.00.00","Outros serviços de cobertura de pisos e paredes e papel de parede"
"nbs_101370000","1.0137.00.00","Serviços de carpintaria e serralheria, inclusive suas instalações e montagens"
"nbs_101380000","1.0138.00.00","Serviços de instalação de cercas e grades"
"nbs_101390000","1.0139.00.00","Outros serviços de acabamento das construções"
"nbs_102010000","1.0201.00.00","Serviços de agentes de distribuição de mercadorias"
"nbs_102020000","1.0202.00.00","Comércio atacadista"
"nbs_102030000","1.0203.00.00","Comércio varejista"
"nbs_102041000","1.0204.10.00","Serviços de despachante aduaneiro na importação"
"nbs_102042000","1.0204.20.00","Serviços de despachante aduaneiro na exportação"
"nbs_102050000","1.0205.00.00","Serviços de agentes na comercialização de energia elétrica"
"nbs_103011000","1.0301.10.00","Fornecimento de refeições acompanhado de serviços de restaurante"
"nbs_103012100","1.0301.21.00","Fornecimento de refeições pelo sistema de autosserviço (self-service)"
