"id","codigo","nome"
"ativ_perig_insal_00001","01.001","Trabalho ou operações, em contato permanente com pacientes em isolamento por doenças infecto-contagiosas, bem como objetos de seu uso, não previamente esterilizados."
"ativ_perig_insal_00002","01.002","Trabalho ou operações, em contato permanente com carnes, glândulas, vísceras, sangue, ossos, couros, pelos e dejeções de animais portadores de doenças infecto-contagiosas (carbunculose, brucelose, tuberculose)."
"ativ_perig_insal_00003","01.003","Trabalho ou operações, em contato permanente com esgotos (galerias, fossas e tanques)."
"ativ_perig_insal_00004","01.004","Trabalho ou operações, em contato permanente com lixo urbano (coleta e industrialização)."
"ativ_perig_insal_00005","01.005","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em hospitais, serviços de emergência, enfermarias, ambulatórios, postos de vacinação e outros estabelecimentos destinados aos cuidados da saúde humana."
"ativ_perig_insal_00006","01.006","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em hospitais, ambulatórios, postos de vacinação e outros estabelecimentos destinados ao atendimento e tratamento de animais (aplica se apenas ao pessoal que tenha contato com tais animais)."
"ativ_perig_insal_00007","01.007","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em contato em laboratórios, com animais destinados ao preparo de soro, vacinas e outros produtos. Inclui os trabalhos com animais infectados para tratamento ou para o preparo de soro, vacinas e outros produtos."
"ativ_perig_insal_00008","01.008","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em laboratórios de análise clínica e histopatologia. Inclui os trabalhos em laboratórios de autópsia, de anatomia e anátomo-histologia."
"ativ_perig_insal_00009","01.009","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em gabinetes de autópsias, de anatomia e histoanatomopatologia (aplica-se somente ao pessoal técnico)."
"ativ_perig_insal_00010","01.010","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em cemitérios (exumação de corpos)."
"ativ_perig_insal_00011","01.011","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em estábulos e cavalariças."
"ativ_perig_insal_00012","01.012","Trabalhos e operações em contato permanente com pacientes, animais ou com material infecto-contagiante, em resíduos de animais deteriorados."
"ativ_perig_insal_00013","01.013","Trabalho de exumação de corpos e manipulação de resíduos de animais deteriorados."
"ativ_perig_insal_00014","01.014","Esvaziamento de biodigestores."
"ativ_perig_insal_00015","02.001","Extração e manipulação de arsênico e preparação de seus compostos."
"ativ_perig_insal_00016","02.002","Fabricação e preparação de tintas à base de arsênico."
"ativ_perig_insal_00017","02.003","Fabricação de produtos parasiticidas, inseticidas e raticidas contendo compostos de arsênico."
"ativ_perig_insal_00018","02.004","Pintura a pistola com pigmentos de compostos de arsênico, em recintos limitados ou fechados."
"ativ_perig_insal_00019","02.005","Preparação do Secret."
"ativ_perig_insal_00020","02.006","Produção de trióxido de arsênico."
"ativ_perig_insal_00021","02.007","Bronzeamento em negro e verde com compostos de arsênico."
"ativ_perig_insal_00022","02.008","Conservação e peles e plumas; depilação de peles à base de compostos de arsênico."
"ativ_perig_insal_00023","02.009","Descoloração de vidros e cristais à base de compostos de arsênico."
"ativ_perig_insal_00024","02.010","Emprego de produtos parasiticidas, inseticidas e raticidas à base de compostos de arsênico."
"ativ_perig_insal_00025","02.011","Fabricação de cartas de jogar, papéis pintados e flores artificiais à base de compostos de arsênico."
"ativ_perig_insal_00026","02.012","Metalurgia de minérios arsenicais (ouro, prata, chumbo, zinco, níquel, antimônio, cobalto e ferro).Metalurgia de minérios arsenicais (ouro, prata, chumbo, zinco, níquel, antimônio, cobalto e ferro)."
"ativ_perig_insal_00027","02.013","Operações de galvanotécnica à base de compostos de arsênico.Operações de galvanotécnica à base de compostos de arsênico."
"ativ_perig_insal_00028","02.014","Pintura manual (pincel, rolo e escova) com pigmentos de compostos de arsênico em recintos limitados ou fechados, exceto com pincel capilar.Pintura manual (pincel, rolo e escova) com pigmentos de compostos de arsênico em recintos limitados ou fechados, exceto com pincel capilar."
"ativ_perig_insal_00029","02.015","Empalhamento de animais à base de compostos de arsênico.Empalhamento de animais à base de compostos de arsênico."
"ativ_perig_insal_00030","02.016","Fabricação de tafetá “sire”.Fabricação de tafetá “sire”."
"ativ_perig_insal_00031","02.017","Pintura a pistola ou manual com pigmentos de compostos de arsênico ao ar livre.Pintura a pistola ou manual com pigmentos de compostos de arsênico ao ar livre."
"ativ_perig_insal_00032","02.018","Trabalho permanente com carvão no subsolo em operações de corte, furação e desmonte, de carregamento no local de desmonte, em atividades de manobra, nos pontos de transferência de carga e de viradores.Trabalho permanente com carvão no subsolo em operações de corte, furação e desmonte, de carregamento no local de desmonte, em atividades de manobra, nos pontos de transferência de carga e de viradores."
"ativ_perig_insal_00033","02.019","Atividades permanentes com carvão do subsolo compreendendo serviços, tais como: operações de locomotiva, condutores, engatadores, bombeiros, madeireiros, trilheiros e eletricistas.Atividades permanentes com carvão do subsolo compreendendo serviços, tais como: operações de locomotiva, condutores, engatadores, bombeiros, madeireiros, trilheiros e eletricistas."
"ativ_perig_insal_00034","02.020","Atividades permanentes de superfície com carvão nas operações a seco, com britadores, peneiras, classificadores, carga e descarga de silos, de transportadores de correia e de teleférreos.Atividades permanentes de superfície com carvão nas operações a seco, com britadores, peneiras, classificadores, carga e descarga de silos, de transportadores de correia e de teleférreos."
"ativ_perig_insal_00035","02.021","Fabricação de compostos de chumbo, carbonato, arseniato, cromato mínio, litargírio e outros.Fabricação de compostos de chumbo, carbonato, arseniato, cromato mínio, litargírio e outros."
"ativ_perig_insal_00036","02.022","Fabricação de esmaltes, vernizes, cores, pigmentos, tintas, unguentos, óleos, pastas, líquidos e pós à base de compostos de chumbo.Fabricação de esmaltes, vernizes, cores, pigmentos, tintas, unguentos, óleos, pastas, líquidos e pós à base de compostos de chumbo."
"ativ_perig_insal_00037","02.023","Fabricação e restauração de acumuladores, pilhas e baterias elétricas contendo compostos de chumbo.Fabricação e restauração de acumuladores, pilhas e baterias elétricas contendo compostos de chumbo."
"ativ_perig_insal_00038","02.024","Fabricação e emprego de chumbo tetraetila e chumbo tetrametila.Fabricação e emprego de chumbo tetraetila e chumbo tetrametila."
"ativ_perig_insal_00039","02.025","Fundição e laminação de chumbo, de zinco velho cobre e latão.Fundição e laminação de chumbo, de zinco velho cobre e latão."
"ativ_perig_insal_00040","02.026","Limpeza, raspagem e reparação de tanques de mistura, armazenamento e demais trabalhos com gasolina contendo chumbo tetraetila.Limpeza, raspagem e reparação de tanques de mistura, armazenamento e demais trabalhos com gasolina contendo chumbo tetraetila."
"ativ_perig_insal_00041","02.027","Pintura a pistola com pigmentos de compostos de chumbo em recintos limitados ou fechados.Pintura a pistola com pigmentos de compostos de chumbo em recintos limitados ou fechados."
"ativ_perig_insal_00042","02.028","Vulcanização de borracha pelo litargírio ou outros compostos de chumbo.Vulcanização de borracha pelo litargírio ou outros compostos de chumbo."
"ativ_perig_insal_00043","02.029","Aplicação e emprego de esmaltes, vernizes, cores, pigmentos, tintas, unguentos, óleos, pastas, líquidos e pós à base de compostos de chumbo.Aplicação e emprego de esmaltes, vernizes, cores, pigmentos, tintas, unguentos, óleos, pastas, líquidos e pós à base de compostos de chumbo."
"ativ_perig_insal_00044","02.030","Fabricação de porcelana com esmaltes de compostos de chumbo.Fabricação de porcelana com esmaltes de compostos de chumbo."
"ativ_perig_insal_00045","02.031","Pintura e decoração manual (pincel, rolo e escova) com pigmentos de compostos de chumbo (exceto pincel capilar), em recintos limitados ou fechados.Pintura e decoração manual (pincel, rolo e escova) com pigmentos de compostos de chumbo (exceto pincel capilar), em recintos limitados ou fechados."
"ativ_perig_insal_00046","02.032","Tinturaria e estamparia com pigmentos à base de compostos de chumbo.Tinturaria e estamparia com pigmentos à base de compostos de chumbo."
"ativ_perig_insal_00047","02.033","Pintura a pistola ou manual com pigmentos de compostos de chumbo ao ar livre.Pintura a pistola ou manual com pigmentos de compostos de chumbo ao ar livre."
