"id","codigo","nome"
"proc_diagn_0001","0001","1,1-dicloro-2,2-bis (P-clorofeniletileno)"
"proc_diagn_0002","0002","1,1,1‐tricloroetano"
"proc_diagn_0003","0003","1,2 dihidroxi-4-(N-acetilcisteinil)-butano"
"proc_diagn_0004","0004","1,25-dihidroxi vitamina D"
"proc_diagn_0005","0005","1,2‐ciclo-hexanediol"
"proc_diagn_0006","0006","1,2-dibromo-3-cloropropano"
"proc_diagn_0007","0007","1,2‐diclorobenzeno"
"proc_diagn_0008","0008","1,2‐gliceril dinitrato"
"proc_diagn_0009","0009","1,3‐gliceril dinitrato"
"proc_diagn_0010","0010","1,5‐diaminonaftaleno"
"proc_diagn_0011","1398","11-desoxicorticosterona"
"proc_diagn_0012","1399","17-alfa-hidroxiprogesterona"
"proc_diagn_0013","0011","17-cetogênicos (17-CGS)"
"proc_diagn_0014","0012","17-cetosteróides"
"proc_diagn_0015","0013","17-cetosteróides relação alfa/beta"
"proc_diagn_0016","0014","17-cetosteróides totais (17-CTS)"
"proc_diagn_0017","0015","17-hidroxicorticosteróides (17-OHS)"
"proc_diagn_0018","0016","17-hidroxipregnenolona"
"proc_diagn_0019","0017","1‐etoxi‐2‐propanol"
"proc_diagn_0020","0018","1‐hidroxipireno"
"proc_diagn_0021","0019","1-metoxi-2-propanol"
"proc_diagn_0022","0020","1‐naftol + 2-naftol"
"proc_diagn_0023","0021","2- amino-4-nitrofenol"
"proc_diagn_0024","0022","2,2’ dicloro-4,4’metileno dianilina"
"proc_diagn_0025","0023","2,2-dimetil-1,3benzodioxol"
"proc_diagn_0026","0024","2,4-dinitroaminotolueno"
"proc_diagn_0027","0025","2,4 hidroxibifenil"
"proc_diagn_0028","0026","2,5‐diclorofenol"
"proc_diagn_0029","0027","2,5‐heptanediona"
"proc_diagn_0030","0028","2,5‐hexanediona + 4,5‐dihidroxi‐2‐hexanona"
"proc_diagn_0031","0029","2,5-hexanodiona urinária"
"proc_diagn_0032","0030","2,6-dinitroaminotolueno"
"proc_diagn_0033","0031","2-butanona"
"proc_diagn_0034","0032","2-dimetilamino-4-hidroxi-5,6-dimetilpirimidina"
"proc_diagn_0035","0033","2-etil, 5-hidroxi-hexil-ftalato"
"proc_diagn_0036","0034","2-etil-5-oxi-hexil-ftalato"
"proc_diagn_0037","0035","2-etilfenol"
"proc_diagn_0038","0036","2-fenil 2-propanol"
"proc_diagn_0039","0037","2-isopropoxifenol"
"proc_diagn_0040","0038","2-metilamino-4-hidroxi-5,6-dimetilpirimidina"
"proc_diagn_0041","0039","2-metilpentano sanguíneo"
"proc_diagn_0042","0040","2-naftilamina"
"proc_diagn_0043","0041","3,4‐diclorocatecol"
"proc_diagn_0044","0042","3-alfa androstanediol glucoronídeo (3-ALFADIOL)"
"proc_diagn_0045","0043","3‐hidroxibenzopireno"
"proc_diagn_0046","0044","3-hidroxicarbofurano urinário"
"proc_diagn_0047","0045","3-metil histidina"
"proc_diagn_0048","0046","3-metil pentano sanguíneo"
"proc_diagn_0049","0047","4,4-diaminodiciclohexil metano (DDHM)"
"proc_diagn_0050","0048","4,4’-metilenodianilina (MDA)"
"proc_diagn_0051","0049","4,4‐diaminodifenilmetano"
"proc_diagn_0052","0050","4,4'‐metileno bis‐2-cloroanilina (MbOCA)"
"proc_diagn_0053","0051","4,5‐diclorocatecol"
"proc_diagn_0054","0052","4,6-dinitro-o-cresol (DNOC) sanguíneo"
"proc_diagn_0055","0053","4‐amino‐2,6‐dinitrotolueno"
"proc_diagn_0056","0054","4-amino-2-nitrofenol"
"proc_diagn_0057","0055","4-amino-bifenil"
"proc_diagn_0058","0056","4-clorocatecol"
"proc_diagn_0059","0057","4-Cloro-o-toluidina (derivados)"
"proc_diagn_0060","0058","4-etilfenol"
"proc_diagn_0061","0059","4-metilpentan-2-ona"
"proc_diagn_0062","0060","5,6-dimetil-2-(metilamino)pirimidin-4-ol"
"proc_diagn_0063","0061","5-hidroximetil-pirrolidona"
"proc_diagn_0064","0062","5-hydroxi-N-metilpirrolidona"
"proc_diagn_0065","0063","5-nucleotidase"
"proc_diagn_0066","0064","Aberrações cromossômicas (pesquisa)"
"proc_diagn_0067","0065","Absidia (pesquisa)"
"proc_diagn_0068","0066","Acanthamoeba (pesquisa)"
"proc_diagn_0069","0067","Acetaminofen"
"proc_diagn_0070","0068","Acetilcolinesterase eritrocitária"
"proc_diagn_0071","0069","Acetilcolinesterase plasmática"
"proc_diagn_0072","0070","Acetona sanguínea"
"proc_diagn_0073","0071","Acetona urinária"
"proc_diagn_0074","0072","Acidez titulável na urina"
"proc_diagn_0075","0073","Ácido 2,4-dinitrobenzoico"
"proc_diagn_0076","0074","Ácido 2,4,5-triclorofenoxiacético (2,4,5-T) urinário"
"proc_diagn_0077","0075","Ácido 2,4-diclorofenoxiacético (2,4-D) urinário"
"proc_diagn_0078","0076","Ácido 2‐hidroxi‐3‐butenil mercaptúrico"
"proc_diagn_0079","0077","Ácido 2‐hidroxipropil mercaptúrico"
"proc_diagn_0080","0078","Ácido 2-tiotiazolidina"
"proc_diagn_0081","0079","Ácido 2‐Tiotiazolidina‐4-carboxílico (TTCA)"
"proc_diagn_0082","0080","Ácido 3,4‐dihidroxibutil mercaptúrico"
"proc_diagn_0083","0081","Ácido 3-fenoxibenzoico"
"proc_diagn_0084","0082","Ácido 3‐hidroxipropil mercaptúrico"
"proc_diagn_0085","0083","Ácido 4-cloro-2-metilfenoxiacético (MCPA) urinário"
"proc_diagn_0086","0084","Ácido 4‐fluoro‐3‐fenoxibenzoico"
"proc_diagn_0087","0085","Ácido 5 hidróxi-indolacético"
"proc_diagn_0088","0086","Ácido acético"
"proc_diagn_0089","0087","Ácido ascórbico (vitamina C)"
"proc_diagn_0090","0088","Ácido beta hidroxi-butírico"
"proc_diagn_0091","0089","Ácido butoxi-acético"
"proc_diagn_0092","0090","Ácido cacodílico"
"proc_diagn_0093","0091","Ácido cis‐ 3‐(2,2‐diclorovinil)‐2,2‐dimetilciclopropanocarboxilico"
"proc_diagn_0094","0092","Ácido cis‐3‐(2,2‐dibromovinil)‐2,2‐dimetilciclopropanocarboxilico"
"proc_diagn_0095","0093","Ácido cítrico na urina"
"proc_diagn_0096","0094","Ácido dehidroabiético"
"proc_diagn_0097","0095","Ácido delta aminolevulínico"
"proc_diagn_0098","0096","Ácido delta aminolevulínico desidratase (ALA-D)"
"proc_diagn_0099","0097","Ácido d-glucárico"
"proc_diagn_0100","0098","Ácido dimetilarsínico"
"proc_diagn_0101","0099","Ácido dimetilbenzoico"
"proc_diagn_0102","0100","Ácido etoxiacético"
"proc_diagn_0103","0101","Ácido fenilfosfórico urinário"
"proc_diagn_0104","0102","Ácido fenilglioxílico"
"proc_diagn_0105","0103","Ácido fenil-mercaptúrico"
"proc_diagn_0106","0104","Ácido fólico eritrocitário"
"proc_diagn_0107","0105","Ácido fórmico"
"proc_diagn_0108","0106","Ácido furoico"
"proc_diagn_0109","0107","Ácido glioxílico"
"proc_diagn_0110","0108","Ácido hidroxietil-mercaptúrico"
"proc_diagn_0111","0109","Ácido hipúrico"
"proc_diagn_0112","0110","Ácido homo vanílico"
"proc_diagn_0113","0111","Ácido homogentísico urinário"
"proc_diagn_0114","0112","Ácido láctico (lactato)"
"proc_diagn_0115","0113","Ácido mandélico"
"proc_diagn_0116","0114","Ácido mercaptúrico acrilamida"
"proc_diagn_0117","0115","Ácido metil malônico"
"proc_diagn_0118","0116","Ácido metilhipúrico"
"proc_diagn_0119","0117","Ácido metoxiacético"
"proc_diagn_0120","0118","Ácido metoxi-propiônico (ácido isobutírico)"
"proc_diagn_0121","0119","Ácido monometilarsônico"
"proc_diagn_0122","0120","Ácido orótico"
"proc_diagn_0123","0121","Ácido oxálico"
