"id","name","model_id:id","group_id:id","perm_read","perm_write","perm_create","perm_unlink"
"l10n_br_fiscal_cnae_user","CNAE for User","model_l10n_br_fiscal_cnae","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_cnae_manager","CNAE for Manager","model_l10n_br_fiscal_cnae","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_cnae_maintenance","CNAE for Data Maintenance","model_l10n_br_fiscal_cnae","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_cfop_user","Fiscal CFOP for User","model_l10n_br_fiscal_cfop","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_cfop_manager","Fiscal CFOP for Manager","model_l10n_br_fiscal_cfop","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_cfop_maintenance","Fiscal CFOP for Maintenance","model_l10n_br_fiscal_cfop","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_cst_user","Fiscal CST for User","model_l10n_br_fiscal_cst","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_cst_manager","Fiscal CST for Manager","model_l10n_br_fiscal_cst","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_cst_maintenance","Fiscal CST for Maintenance","model_l10n_br_fiscal_cst","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_tax_group_user","Fiscal Tax Group for User","model_l10n_br_fiscal_tax_group","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_tax_group_manager","Fiscal Tax Group for Manager","model_l10n_br_fiscal_tax_group","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_tax_user","Fiscal Tax for User","model_l10n_br_fiscal_tax","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_tax_manager","Fiscal Tax for Manager","model_l10n_br_fiscal_tax","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_tax_estimate_user","Fiscal Tax Estimate for User","model_l10n_br_fiscal_tax_estimate","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_tax_estimate_manager","Fiscal Tax Estimate for Manager","model_l10n_br_fiscal_tax_estimate","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_ncm_user","Fiscal NCM for User","model_l10n_br_fiscal_ncm","l10n_br_fiscal.group_user",1,1,0,0
"l10n_br_fiscal_ncm_manager","Fiscal NCM for Manager","model_l10n_br_fiscal_ncm","l10n_br_fiscal.group_manager",1,1,0,0
"l10n_br_fiscal_ncm_manager_maintenance","Fiscal NCM for Maintenance","model_l10n_br_fiscal_ncm","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_nbs_user","Fiscal NBS for User","model_l10n_br_fiscal_nbs","l10n_br_fiscal.group_user",1,1,0,0
"l10n_br_fiscal_nbs_manager","Fiscal NBS for Manager","model_l10n_br_fiscal_nbs","l10n_br_fiscal.group_manager",1,1,0,0
"l10n_br_fiscal_nbs_manager_maintenance","Fiscal NBS for Maintenance","model_l10n_br_fiscal_nbs","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_service_type_user","Fiscal Service Type for User","model_l10n_br_fiscal_service_type","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_service_type_manager","Fiscal Service Type for Manager","model_l10n_br_fiscal_service_type","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_service_type_maintenance","Fiscal Service Type for Maintenance","model_l10n_br_fiscal_service_type","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_cest_user","Fiscal CEST for User","model_l10n_br_fiscal_cest","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_cest_manager","Fiscal CEST for Manager","model_l10n_br_fiscal_cest","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_cest_maintenance","Fiscal CEST for Maintenance","model_l10n_br_fiscal_cest","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_product_genre_user","Fiscal Product Genre for User","model_l10n_br_fiscal_product_genre","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_product_genre_manager","Fiscal Product Genre for Manager","model_l10n_br_fiscal_product_genre","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_product_genre_maintenance","Fiscal Product Genre for Maintenance","model_l10n_br_fiscal_product_genre","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_document_type_user","Fiscal Document Type for User","model_l10n_br_fiscal_document_type","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_document_type_manager","Fiscal Document Type for Manager","model_l10n_br_fiscal_document_type","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_document_type_maintenance","Fiscal Document Type for Maintenance","model_l10n_br_fiscal_document_type","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_document_serie_user","Fiscal Document Serie for User","model_l10n_br_fiscal_document_serie","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_document_serie_manager","Fiscal Document Serie for Manager","model_l10n_br_fiscal_document_serie","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_certificate_user","Fiscal Certificate for User","model_l10n_br_fiscal_certificate","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_certificate_manager","Fiscal Certificate for Manager","model_l10n_br_fiscal_certificate","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_simplified_tax_user","Fiscal Simplified Tax for User","model_l10n_br_fiscal_simplified_tax","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_simplified_tax_manager","Fiscal Simplified Tax for Manager","model_l10n_br_fiscal_simplified_tax","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_simplified_tax_maintenance","Fiscal Simplified Tax for Maintenance","model_l10n_br_fiscal_simplified_tax","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_simplified_tax_range_user","Fiscal Simplified Range Tax for User","model_l10n_br_fiscal_simplified_tax_range","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_simplified_tax_range_manager","Fiscal Simplified Range Tax for Manager","model_l10n_br_fiscal_simplified_tax_range","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_simplified_tax_range_maintenance","Fiscal Simplified Range Tax for Maintenance","model_l10n_br_fiscal_simplified_tax_range","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_tax_ipi_guideline_user","Fiscal Tax IPI Guideline for User","model_l10n_br_fiscal_tax_ipi_guideline","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_tax_ipi_guideline_manager","Fiscal Tax IPI Guideline for Manager","model_l10n_br_fiscal_tax_ipi_guideline","l10n_br_fiscal.group_manager",1,0,0,0
"l10n_br_fiscal_tax_ipi_guideline_maintenance","Fiscal Tax IPI Guideline for Maintenance","model_l10n_br_fiscal_tax_ipi_guideline","l10n_br_fiscal.group_data_maintenance",1,1,1,1
"l10n_br_fiscal_operation_user","Fiscal Operation for User","model_l10n_br_fiscal_operation","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_operation_manager","Fiscal Operation for Manager","model_l10n_br_fiscal_operation","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_operation_line_user","Fiscal Operation Line for User","model_l10n_br_fiscal_operation_line","l10n_br_fiscal.group_user",1,0,0,0
"l10n_br_fiscal_operation_line_manager","Fiscal Operation Line for Manager","model_l10n_br_fiscal_operation_line","l10n_br_fiscal.group_manager",1,1,1,1
"l10n_br_fiscal_partner_profile_user","Fiscal Partner Profile for User","model_l10n_br_fiscal_partner_profile","l10n_br_fiscal.group_user",1,0,0,0
